chrom	source	feature	pos1	pos2	strand	gene_id	gene_name	gene_type	all_padj	p1_padj	12w_padj
chr5	HAVANA	gene	117282654	117287625	-	ENSMUSG00000032959.12	Pebp1	protein_coding	0.995850559889086	0.900073641289127	0.959288985736903
chr1	HAVANA	gene	153899944	153909723	+	ENSMUSG00000026473.15	Glul	protein_coding	0.995850882307419	0.999250151464971	0.966148871801956
chr1	HAVANA	gene	74967139	75125200	-	ENSMUSG00000026162.7	Nhej1	protein_coding	0.995850942373158	0.993120962501374	0.994019755478912
chr5	HAVANA	gene	102481391	102897937	+	ENSMUSG00000057315.14	Arhgap24	protein_coding	0.995852418515784	0.995025713723284	0.959425126075409
chr7	HAVANA	gene	43472904	43490075	-	ENSMUSG00000013367.5	Iglon5	protein_coding	0.995852465732242	0.994479276195669	0.961600895991484
chr8	HAVANA	gene	18690263	18741562	-	ENSMUSG00000031465.6	Angpt2	protein_coding	0.995852527378531	0.683729228882115	0.988024209687229
chr1	HAVANA	gene	37611677	37720085	-	ENSMUSG00000026090.16	AC140321.1	protein_coding	0.995853620869459	0.999544122252213	0.968509081720308
chr18	ENSEMBL	gene	67343564	67367794	+	ENSMUSG00000024526.8	Cidea	protein_coding	0.995853749065905	0.991467403503914	0.979639811393245
chr11	HAVANA	gene	118332360	118342500	-	ENSMUSG00000076433.4	Cep295nl	protein_coding	0.995854264728808	0.992967743139644	NA
chr10	HAVANA	gene	127517123	127522444	-	ENSMUSG00000025403.5	Shmt2	protein_coding	0.995854348552385	0.999830865751297	0.966226884990082
chr5	HAVANA	gene	119685095	119691218	-	ENSMUSG00000086847.1	Tbx3os2	lincRNA	0.99585491721354	0.999014910617411	NA
chr2	HAVANA	gene	144368983	144407676	+	ENSMUSG00000027425.18	Csrp2bp	protein_coding	0.99585542358168	0.995861327615946	0.979782525534018
chr8	HAVANA	gene	84010222	84012171	-	ENSMUSG00000074217.8	RP23-61A11.2	protein_coding	0.995855557593836	0.997955000503242	0.966063354508023
chr12	HAVANA	gene	69182731	69184083	-	ENSMUSG00000049751.6	Rpl36al	protein_coding	0.995855851843765	0.863923553737051	0.959622501059404
chr5	HAVANA	gene	107744795	107875107	-	ENSMUSG00000011831.16	Evi5	protein_coding	0.995855912568941	0.363473796151156	0.979693164705436
chr12	HAVANA	gene	112850873	112868228	-	ENSMUSG00000021298.8	Gpr132	protein_coding	0.995855995081158	NA	0.963272384949249
chr19	ENSEMBL	gene	37376403	37421859	+	ENSMUSG00000012443.3	Kif11	protein_coding	0.99585605436596	0.997399763984939	0.961441713271172
chr1	HAVANA	gene	74435511	74544284	-	ENSMUSG00000033364.13	Usp37	protein_coding	0.995856354053314	0.999021218063548	0.971993854352374
chr3	HAVANA	gene	158082891	158562221	-	ENSMUSG00000028176.11	Lrrc7	protein_coding	0.995856575375797	0.944666042037806	NA
chr11	HAVANA	gene	60105013	60199197	+	ENSMUSG00000062115.15	Rai1	protein_coding	0.995857204989742	0.998520562751185	0.968606155045133
chr11	HAVANA	gene	115249169	115267243	-	ENSMUSG00000020734.13	Grin2c	protein_coding	0.995857209594651	0.99429424437341	0.990645977487449
chr1	HAVANA	gene	20890606	20939650	+	ENSMUSG00000025931.15	Paqr8	protein_coding	0.995857911775511	0.969079647912855	0.979341051930663
chr1	HAVANA	gene	66719248	66817562	-	ENSMUSG00000026004.15	Kansl1l	protein_coding	0.995858561432107	0.997386550972933	0.97967923630947
chr16	HAVANA	gene	55225175	55297986	-	ENSMUSG00000064310.10	Zpld1	protein_coding	0.995858950333779	0.994548979251693	0.959612337872832
chr2	ENSEMBL	gene	156856616	156857946	-	ENSMUSG00000074629.2	4930518I15Rik	protein_coding	0.995859397610158	0.638830503839969	0.960143033900197
chr6	HAVANA	gene	136612070	136661928	-	ENSMUSG00000030214.6	Plbd1	protein_coding	0.995860094421292	0.993183606579527	0.98897670959709
chr2	HAVANA	gene	84826997	84830213	+	ENSMUSG00000027076.10	Timm10	protein_coding	0.995860973261738	0.994225522836514	0.95897063530691
chr13	HAVANA	gene	67194506	67209298	+	ENSMUSG00000051037.15	Zfp455	protein_coding	0.995860980271133	0.998949206534139	0.966377578822661
chr7	HAVANA	gene	127256959	127260709	-	ENSMUSG00000042462.4	Dctpp1	protein_coding	0.995861158999215	0.744996716418797	0.959236525759147
chr17	HAVANA	gene	26781079	26792565	+	ENSMUSG00000024191.14	Bnip1	protein_coding	0.995862782142362	0.9987060773344	0.96856431995728
chr3	HAVANA	gene	152462815	152668360	-	ENSMUSG00000039058.11	Ak5	protein_coding	0.995863006678721	0.993681210259141	0.99403783508193
chr6	HAVANA	gene	4003904	4008445	+	ENSMUSG00000032766.9	Gng11	protein_coding	0.995863615727859	0.399632004361033	0.980410236571395
chr4	HAVANA	gene	134923592	134927671	+	ENSMUSG00000037266.18	Rsrp1	protein_coding	0.995863765759938	0.770417918035066	0.961582421386358
chr5	HAVANA	gene	87554645	87569027	-	ENSMUSG00000029273.10	Sult1d1	protein_coding	0.99586420848761	0.995039010081466	0.962904557347671
chr11	HAVANA	gene	40701395	40733422	-	ENSMUSG00000020330.16	Hmmr	protein_coding	0.995865462751418	0.997053504749601	0.979619178436784
chr2	HAVANA	gene	30952959	30959015	+	ENSMUSG00000026848.14	Tor1b	protein_coding	0.995865483757708	0.999535099246345	0.988214256315082
chr15	HAVANA	gene	28203752	28472052	+	ENSMUSG00000022262.8	Dnah5	protein_coding	0.995866115534679	0.999328255030036	0.966241426692792
chr17	HAVANA	gene	35841515	35859670	+	ENSMUSG00000061607.15	Mdc1	protein_coding	0.995867016494248	0.436010010594091	0.987593828712986
chr16	HAVANA	gene	36963460	36990467	-	ENSMUSG00000047746.14	Fbxo40	protein_coding	0.995867430607069	0.174983830933193	0.437677891910725
chr16	HAVANA	gene	38498347	38522663	-	ENSMUSG00000002846.9	Timmdc1	protein_coding	0.995867653010534	0.996940195984226	0.959833282136655
chrX	HAVANA	gene	35888832	36076562	+	ENSMUSG00000031093.14	Dock11	protein_coding	0.99586765872174	0.933686410541951	0.997177435731285
chr2	HAVANA	gene	24925352	24935252	-	ENSMUSG00000026972.15	Arrdc1	protein_coding	0.995867739662019	0.999387472595143	0.966006579740982
chr14	HAVANA	gene	43804696	43812383	-	ENSMUSG00000115354.1	RP23-78F6.12	lincRNA	0.995868152550723	0.359782411780183	0.981527564326249
chr15	HAVANA	gene	96134819	96284495	-	ENSMUSG00000097536.2	RP23-212I23.1	lincRNA	0.995868754764926	0.812388253453612	0.979070083216107
chr18	HAVANA	gene	61045150	61085061	+	ENSMUSG00000024620.11	Pdgfrb	protein_coding	0.99586926139217	0.996779157844871	0.972514396581723
chr1	HAVANA	gene	59119833	59122141	+	ENSMUSG00000097573.2	RP24-535E21.4	antisense	0.995869404416272	0.995756887016697	0.988192596548965
chr3	HAVANA	gene	33812362	33844310	-	ENSMUSG00000027676.11	Ccdc39	protein_coding	0.995869885344791	0.995153799683457	0.959281359615646
chr5	HAVANA	gene	72647795	72671078	+	ENSMUSG00000067219.9	Nipal1	protein_coding	0.995870272417389	0.997783745354258	0.966053962475539
chr11	HAVANA	gene	93859243	93885766	-	ENSMUSG00000054079.12	Utp18	protein_coding	0.99587095954009	0.99937679559517	0.983104193097155
chr11	HAVANA	gene	67966193	68207148	+	ENSMUSG00000020903.13	Stx8	protein_coding	0.995871457613444	0.996880294620107	0.961116211822599
chr6	HAVANA	gene	55451978	55501451	+	ENSMUSG00000029778.12	Adcyap1r1	protein_coding	0.995872460827167	0.672929670980952	0.93769096217751
chr7	HAVANA	gene	29246561	29248466	-	ENSMUSG00000030587.5	AC164564.3	protein_coding	0.995873877461994	0.994019029799085	0.988200769756912
chr11	HAVANA	gene	17182107	17233796	+	ENSMUSG00000078970.5	Wdr92	protein_coding	0.995873999015405	0.999205242689764	0.960932983823829
chr6	HAVANA	gene	69575975	69576500	-	ENSMUSG00000076556.3	Igkv4-57	IG_V_gene	0.995874136810959	NA	0.96132697656506
chr1	HAVANA	gene	90153628	90159462	+	ENSMUSG00000100850.1	RP23-289I3.1	lincRNA	0.995874164555292	NA	0.979315828156669
chr8	HAVANA	gene	105768308	105827350	-	ENSMUSG00000037415.6	Ranbp10	protein_coding	0.995874938932574	0.875810251266946	0.981778042989167
chr19	HAVANA	gene	41766588	41802084	-	ENSMUSG00000025154.14	Arhgap19	protein_coding	0.995874998495804	0.99888681142776	0.968683242580728
chr1	HAVANA	gene	40515362	40551705	+	ENSMUSG00000026068.11	Il18rap	protein_coding	0.995875145147263	0.999591139232072	0.966275991521686
chr3	HAVANA	gene	128953779	128955098	-	ENSMUSG00000074236.3	RP23-386C15.2	processed_pseudogene	0.995875619627216	0.997948811961974	0.980477169462669
chrX	HAVANA	gene	20581141	20581314	-	ENSMUSG00000084830.2	RP23-333P16.4	processed_pseudogene	0.995876025992484	0.997037037374644	0.980343119714939
chr1	HAVANA	gene	51749765	51916071	-	ENSMUSG00000018417.14	Myo1b	protein_coding	0.995876737868378	0.997380324483471	0.979714599369013
chr18	HAVANA	gene	32067741	32104328	+	ENSMUSG00000024384.4	Iws1	protein_coding	0.995876863443303	0.995899871201564	0.981609244882003
chr7	HAVANA	gene	6730578	6967219	+	ENSMUSG00000051527.11	Usp29	protein_coding	0.995877017623069	0.999689341760384	NA
chr4	HAVANA	gene	11704457	11714752	+	ENSMUSG00000028214.13	Gem	protein_coding	0.995878561886106	0.994424745042504	0.991153566411377
chr12	HAVANA	gene	44221370	44322532	+	ENSMUSG00000036257.15	Pnpla8	protein_coding	0.995879129264297	0.999298370204216	0.97246805597537
chr13	HAVANA	gene	117602320	117987418	+	ENSMUSG00000021730.8	Hcn1	protein_coding	0.995879328326442	0.983514615007879	NA
chr3	HAVANA	gene	103914120	103966636	+	ENSMUSG00000044098.14	Rsbn1	protein_coding	0.99587957565362	0.995005826036534	0.961415811351402
chr14	HAVANA	gene	103046977	103056573	+	ENSMUSG00000022126.6	Acod1	protein_coding	0.995879778162181	NA	NA
chr15	HAVANA	gene	89476236	89484847	+	ENSMUSG00000084915.2	RP24-460O22.2	antisense	0.995881369762526	0.998928175045145	0.963160088849503
chr1	HAVANA	gene	151367699	151428455	-	ENSMUSG00000052748.14	Swt1	protein_coding	0.995881523070004	0.997264256699355	0.959769675795724
chr4	HAVANA	gene	123904832	123912269	+	ENSMUSG00000028647.13	Mycbp	protein_coding	0.99588186527227	0.996619543444244	0.977680498876925
chr2	HAVANA	gene	152507798	152511692	-	ENSMUSG00000074680.1	Defb26	protein_coding	0.995882174640422	NA	0.960936547641167
chr11	HAVANA	gene	103331497	103363692	-	ENSMUSG00000034255.17	Arhgap27	protein_coding	0.995882675503989	0.987845233490196	0.994084510379894
chr13	HAVANA	gene	43195245	43304172	-	ENSMUSG00000051335.6	Gfod1	protein_coding	0.995883509333677	0.99739530681293	0.980226518199676
chr5	HAVANA	gene	38668484	38684826	-	ENSMUSG00000046572.10	Zfp518b	protein_coding	0.995883590007868	0.994448708394582	0.983688829700482
chr14	HAVANA	gene	79451835	79454818	+	ENSMUSG00000075502.2	Kbtbd6	protein_coding	0.995884330371033	0.992919041537453	NA
chr12	HAVANA	gene	54716796	54717219	+	ENSMUSG00000111904.1	RP23-212M22.4	processed_pseudogene	0.995884832571593	0.997485127213262	NA
chr16	HAVANA	gene	96422288	96443619	-	ENSMUSG00000000157.15	Itgb2l	protein_coding	0.995885374197337	0.987903502266032	NA
chr14	HAVANA	gene	30039939	30491455	-	ENSMUSG00000015968.17	Cacna1d	protein_coding	0.995885907144003	0.910361256902347	0.994013073599797
chr10	HAVANA	gene	80706956	80742264	-	ENSMUSG00000020198.8	Ap3d1	protein_coding	0.995886334548009	0.907721111484152	0.992388533393883
chr19	HAVANA	gene	9985174	10001633	-	ENSMUSG00000037418.5	Best1	protein_coding	0.995886848589113	0.997313810577065	0.983110968582799
chr19	ENSEMBL	gene	5092871	5098418	-	ENSMUSG00000024873.6	Cnih2	protein_coding	0.995886902695736	0.997565742160937	NA
chr9	HAVANA	gene	56865033	56899870	+	ENSMUSG00000032911.6	Cspg4	protein_coding	0.995887151994994	0.994046031142446	0.961095209707816
chr11	HAVANA	gene	62820231	62850808	+	ENSMUSG00000047821.16	Trim16	protein_coding	0.995888390288382	0.0918379700812898	0.962961826701742
chr9	HAVANA	gene	44290044	44292463	-	ENSMUSG00000111291.1	RP23-162P10.8	lincRNA	0.995889174638371	0.996665222529321	0.962335255161509
chr1	HAVANA	gene	88499871	88510066	-	ENSMUSG00000062310.7	Glrp1	protein_coding	0.995889178904879	NA	NA
chr1	HAVANA	gene	135231995	135233225	+	ENSMUSG00000079139.4	RP24-387G4.1	processed_pseudogene	0.995889316781798	0.998035819257116	0.98047136465012
chr2	HAVANA	gene	175869219	175881248	+	ENSMUSG00000078887.10	RP23-355G16.5	protein_coding	0.995890583078243	0.999387264654145	0.972307057244801
chr13	HAVANA	gene	64133018	64153202	-	ENSMUSG00000044934.13	Zfp367	protein_coding	0.995890706530414	0.998556912276718	0.958864900642211
chr8	HAVANA	gene	41397459	41417074	-	ENSMUSG00000031590.8	Frg1	protein_coding	0.995890944555595	0.993563981058502	0.993801368132081
chr3	HAVANA	gene	142594847	142619179	+	ENSMUSG00000040264.10	Gbp2b	protein_coding	0.99589152360333	NA	0.961605305271559
chr7	HAVANA	gene	19530800	19563076	-	ENSMUSG00000051403.9	Ppp1r37	protein_coding	0.995891907722807	0.996468259325663	0.959361937671438
chr12	HAVANA	gene	100125452	100159653	-	ENSMUSG00000021179.8	Nrde2	protein_coding	0.995893584522473	0.995809403530268	0.994234036261296
chr13	HAVANA	gene	23953456	23991214	-	ENSMUSG00000021337.8	Scgn	protein_coding	0.995894256212803	0.993675766883629	NA
chr17	HAVANA	gene	56067045	56075028	-	ENSMUSG00000019578.11	Ubxn6	protein_coding	0.995894411169086	0.642191300704334	0.937673584047084
chr14	HAVANA	gene	44265044	44265602	+	ENSMUSG00000115160.1	RP23-48M16.12	unprocessed_pseudogene	0.995894712981591	0.993282029249816	0.966029824062184
chr8	HAVANA	gene	69902184	69903518	+	ENSMUSG00000047654.6	Tssk6	protein_coding	0.995896360790106	0.993377731056947	0.996970255575268
chr6	HAVANA	gene	49036546	49070929	+	ENSMUSG00000029816.10	Gpnmb	protein_coding	0.995897417695393	0.996007742247555	NA
chr4	HAVANA	gene	155154075	155222592	-	ENSMUSG00000029050.15	Ski	protein_coding	0.995898029827285	0.999119822383099	0.972327651172954
chr13	HAVANA	gene	23574381	23574952	+	ENSMUSG00000071478.6	Hist1h2ad	protein_coding	0.995898226182441	NA	NA
chr7	HAVANA	gene	133738479	133738934	-	ENSMUSG00000081431.1	AC127348.2	processed_pseudogene	0.995898850518003	NA	NA
chr5	HAVANA	gene	124439930	124462308	+	ENSMUSG00000049327.17	Setd8	protein_coding	0.995899140255022	0.999586386226908	0.961305185577192
chr14	HAVANA	gene	55054945	55098986	+	ENSMUSG00000100162.2	RP23-171A13.14	antisense	0.995899226106757	NA	NA
chr13	HAVANA	gene	19995021	19995804	-	ENSMUSG00000050243.6	RP24-389O11.1	processed_pseudogene	0.995901218176963	0.999665645221294	0.972629697419841
chr3	HAVANA	gene	131109026	131112090	-	ENSMUSG00000106086.1	RP24-176P19.3	antisense	0.995901700062573	0.99672353629185	NA
chr12	HAVANA	gene	69980886	69982468	+	ENSMUSG00000113491.1	RP23-359M9.6	processed_pseudogene	0.995901773436902	0.99422047600172	NA
chr19	ENSEMBL	gene	50030124	50030735	-	ENSMUSG00000062083.1	Rpl13a-ps1	protein_coding	0.99590188031506	0.968657061541995	0.980147644957615
chr19	ENSEMBL	gene	7494040	7538608	+	ENSMUSG00000024759.13	Atl3	protein_coding	0.995901955980805	0.829058178336611	0.96027937164322
chr16	HAVANA	gene	38558698	38592162	+	ENSMUSG00000002845.14	Tmem39a	protein_coding	0.995902032225271	0.993819265395146	0.997974981202205
chr7	HAVANA	gene	128001899	128005190	-	ENSMUSG00000087530.2	AC124461.3	antisense	0.995902078155051	NA	NA
chr9	HAVANA	gene	107254927	107289877	-	ENSMUSG00000032577.16	Mapkapk3	protein_coding	0.995902192628333	0.997602697508099	0.979821730406294
chr12	HAVANA	gene	87443896	87452206	+	ENSMUSG00000021040.15	Slirp	protein_coding	0.995902201764914	0.994021545446115	0.960300210768353
chr18	HAVANA	gene	66291274	66319607	+	ENSMUSG00000085055.1	AC161932.1	processed_transcript	0.995902207331984	NA	NA
chr1	HAVANA	gene	55052770	55072702	+	ENSMUSG00000025981.13	Coq10b	protein_coding	0.995902513532853	0.998890125005248	0.961067522622411
chr1	HAVANA	gene	171358446	171360798	-	ENSMUSG00000045259.4	Klhdc9	protein_coding	0.995902860327203	0.999679011055157	0.965807357955288
chr7	HAVANA	gene	44857139	44862992	+	ENSMUSG00000002963.17	Pnkp	protein_coding	0.995902880699623	0.993946496371171	0.959586470421764
chr15	HAVANA	gene	76595803	76607591	-	ENSMUSG00000034022.8	Cpsf1	protein_coding	0.995903159132912	0.987819190050658	0.988538181983703
chr8	HAVANA	gene	15041444	15046078	-	ENSMUSG00000049008.4	AC124604.3	protein_coding	0.995903292833868	NA	0.999615001294869
chr9	HAVANA	gene	50554827	50581840	+	ENSMUSG00000039217.13	Il18	protein_coding	0.995903336137297	0.994581128744393	0.993758975872578
chr3	HAVANA	gene	40818103	40846886	-	ENSMUSG00000025759.11	Mfsd8	protein_coding	0.995903863672986	0.998379981109356	0.965284531577529
chr9	HAVANA	gene	118478212	118486132	+	ENSMUSG00000032446.14	Eomes	protein_coding	0.995904909865496	NA	0.972514664131231
chr9	HAVANA	gene	15493432	15545260	+	ENSMUSG00000058173.12	Smco4	protein_coding	0.995905064523451	0.998837295017961	0.962419218054091
chr8	HAVANA	gene	23208512	23209362	+	ENSMUSG00000103925.1	RP24-230C18.1	TEC	0.995905098283511	NA	NA
chr4	HAVANA	gene	123105165	123132099	+	ENSMUSG00000002384.2	Bmp8b	protein_coding	0.995905548096571	0.999648247692156	NA
chrX	HAVANA	gene	99405331	99443797	-	ENSMUSG00000073051.4	RP23-414J22.1	lincRNA	0.995905647737347	NA	NA
chr18	HAVANA	gene	21651448	21656105	+	ENSMUSG00000043168.12	AC140283.1	antisense	0.995906269980526	0.998965252157165	0.979331983635721
chr6	HAVANA	gene	124829547	124833701	+	ENSMUSG00000023505.13	Cdca3	protein_coding	0.99590829038973	0.638829284161179	0.958553518045699
chr15	HAVANA	gene	31621972	31624035	+	ENSMUSG00000114995.1	RP23-91M6.1	TEC	0.995908790743512	0.812750443880356	0.78248178176982
chr6	HAVANA	gene	8488795	8510430	-	ENSMUSG00000087305.8	RP24-267I24.2	processed_transcript	0.995909435489153	0.999371296615934	0.96636593527476
chr1	HAVANA	gene	33908225	34308661	+	ENSMUSG00000026131.18	Dst	protein_coding	0.995909442131518	0.938519439449656	0.959676664022556
chr2	HAVANA	gene	31152316	31218775	+	ENSMUSG00000000194.13	Gpr107	protein_coding	0.995910045818472	0.994991840717142	0.999613946657597
chr16	ENSEMBL	gene	35154877	35305737	+	ENSMUSG00000022840.8	Adcy5	protein_coding	0.995910929900914	0.993661381180659	0.961419428939007
chr6	HAVANA	gene	87730869	87755908	+	ENSMUSG00000068263.11	Efcc1	protein_coding	0.995912071729814	0.993638933032056	0.959508930319291
chr18	HAVANA	gene	37421418	37425836	+	ENSMUSG00000051486.5	Pcdhb11	protein_coding	0.995912686558366	0.976714140518646	0.958484322358421
chrX	HAVANA	gene	151291974	151344846	-	ENSMUSG00000084771.8	RP23-105P9.3	antisense	0.995912968018979	0.995025457969469	0.994347197272413
chr1	HAVANA	gene	75171717	75180392	-	ENSMUSG00000026198.15	Abcb6	protein_coding	0.995913049445284	0.996049145933261	0.978992754575568
chr17	ENSEMBL	gene	25298394	25300161	+	ENSMUSG00000056399.1	Prss34	protein_coding	0.995913067101081	0.993340295451344	NA
chr8	HAVANA	gene	92326033	92356120	-	ENSMUSG00000031736.11	Crnde	processed_transcript	0.995913749191913	0.99708877133287	0.961698298345639
chr11	HAVANA	gene	87089153	87108708	-	ENSMUSG00000020493.8	Prr11	protein_coding	0.995913830044397	0.998758143672523	0.970738495760383
chr18	ENSEMBL	gene	11633276	11743207	+	ENSMUSG00000041238.15	Rbbp8	protein_coding	0.995914231448851	0.995793579087561	0.965778168417222
chr5	HAVANA	gene	137186830	137189167	-	ENSMUSG00000106190.1	CAAA01154573.1	processed_pseudogene	0.99591474044019	0.997133409987033	NA
chr5	HAVANA	gene	142866946	142895421	-	ENSMUSG00000066640.11	Fbxl18	protein_coding	0.995914867675982	0.837396055835323	0.960569967242889
chr11	HAVANA	gene	5900820	5950081	-	ENSMUSG00000041798.15	Gck	protein_coding	0.995915407648363	0.99314004097797	NA
chr18	HAVANA	gene	37765580	37841873	+	ENSMUSG00000102428.1	Pcdhga12	protein_coding	0.995915637838583	0.99569505668029	0.966052248538897
chr4	HAVANA	gene	118432901	118437352	-	ENSMUSG00000006398.15	Cdc20	protein_coding	0.995915788531138	0.993177001801226	0.999622754013113
chr2	ENSEMBL	gene	126521202	126553662	-	ENSMUSG00000097458.1	Gm26697	lincRNA	0.995916527914463	NA	0.976510260366382
chr6	HAVANA	gene	129397297	129409335	+	ENSMUSG00000030159.15	Clec1b	protein_coding	0.995917383173556	0.994123772425152	NA
chr7	HAVANA	gene	116031979	116032550	+	ENSMUSG00000030664.3	Sox6os	antisense	0.995917398868362	NA	0.982979790242301
chr15	HAVANA	gene	58889229	58907057	+	ENSMUSG00000037075.7	Rnf139	protein_coding	0.995917493295038	0.999518352453588	0.978967301843928
chrX	HAVANA	gene	74273217	74282337	-	ENSMUSG00000019088.13	Dnase1l1	protein_coding	0.995917945001056	0.994333353136691	0.959837048892418
chr4	HAVANA	gene	17852893	18119145	+	ENSMUSG00000028226.15	Mmp16	protein_coding	0.995918094638822	0.994561203187404	0.980020875279181
